Clase,same_as_clase,PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,CONTENT-URL,DIRECCION,ParsedStreet,NUM,LOCALIDAD,same_as_localidad,PROVINCIA,same_as_provincia,CODIGO-POSTAL,ParsedPostal,BARRIO,same_as_barrio,DISTRITO,same_as_distrito,LATITUD,CoorParsed,LONGITUD,TELEFONO,EMAIL,TIPO,SUBTIPO,SubTipoParseado,FECHA,AUTORES,PDF
Spanish Museum,https://wikidata.org/entity/Q55188818,2077,Museo Taurino De La Comunidad De Madrid,Situado en el Patio de Caballos_ ofrece a sus visitantes un atractivo recorrido por la historia del toreo_ demostrando la relevancia de la Tauromaquia en la historia y la cultura de España. De acceso gratuito_ octavo monumento mas visitado en la Comunidad de Madrid_ en este espacio se pueden contemplar grabados de Goya_ vestidos_ monteras y capotes de paseo de grandes toreros del siglo XX o un rincon dedicado a la figura de Manolete.,De lunes a domingo_ de 10 a 15 horas.,NOConocido,Metro: Ventas (lineas 2_ 5).  Bus: 106_ 110_ 146_ 21_ 210_ 38_ 53.  Bicimad: Estacion 187 (calle Alejandro Gonzalez_ 1).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=958cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE ALCALA,CalleAlcalaNum49758,237,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28028,28028N73047,La-guindalera,https://wikidata.org/entity/Q3814559,Salamanca,https://wikidata.org/entity/Q1773521,40.43157110306013,43157110306013N3092,-3.662872780933851,912 761 287,museotaurinolasventas@madrid.org,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2101,Museo Tiflologico,Edificio con una superficie de 1.500 m2 dividido en tres zonas con maquetas de monumentos nacionales e internacionales realizadas por invidentes e instrumentos utilizados por los invidentes desde hace 200 años. Es un espacio concebido para que sus visitantes puedan ver y tocar las piezas expuestas.,Martes a viernes_ de 10 a 15 horas y de 16 a 19 horas. Sabados de 10 a 14 horas. Cerrado: lunes_ domingos y festivos. Consultar cierres especiales en http://museo.once.es,NOConocido,Metro: Estrecho (linea 1)  Bus: 66_ 124_ 126,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baacef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE LA CORUÑA,CalleLaCoruñaNum84601,18,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28020,28020N69317,Cuatro-caminos,https://wikidata.org/entity/Q5824684,Tetuan,https://wikidata.org/entity/Q1773540,40.45519790204094,45519790204094N6882,-3.7001960485997545,915 894 219,museo@once.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2068,Museo De Aeronautica Y Astronautica,El museo tiene por finalidad la adquisicion_ conservacion y exposicion de los bienes que constituyen el Patrimonio Historico de la Aeronautica Española. Dispone de una exposicion exterior y siete hangares que albergan aeronaves_ uniformes_ condecoraciones_ motores_ maquetas y otros fondos relacionados con la aviacion. Terminada la Guerra Civil y una vez creado el Ejercito del Aire_ se concibe la idea de crear un museo que reflejara la evolucion e historia de nuestra aeronautica. Desde 1975 el Museo esta en Cuatro Vientos y se han sucedido varias ampliaciones que le convierten en un referente europeo de la aeronautica.,De martes a domingo de 10 a 14 horas.  El aforo esta actualmente limitado_ siendo obligatoria la reserva online a traves de la pagina de Reserva de visita al Museo.,Aparcamiento: gratuito_ de 10 a 14 horas Cafeteria: de 10 a 13:30 horas Punto de venta: de 10 a 13:30 horas  Visitas guiadas para grupos: de martes a domingo de 10 a 14 horas_ previa peticion de autorizacion por carta o correo electronico (museodelaire@ea.mde.es). Se recomienda anticipar las peticiones por telefono de lunes a viernes. Grupo minimo de 10 personas.,NOConocido,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90aaef4d7f71c010VgnVCM1000000b205a0aRCRD,AUTOVIA A-5,AutoviaA-5Num29652,10,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28024,28024N92904,Cuatro-vientos,https://wikidata.org/entity/Q5191881,Latina,https://wikidata.org/entity/Q794954,40.37362,37362N7058,-3.80843,915 091 690,museodelaire@ea.mde.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2091,Museo De America,NOConocido,Horario:   De martes a sabado_ de 9:30 a 15 horas. Jueves_ apertura continuada de 9:30 a 19 horas. Domingos y festivos de 10 a 15 horas.,NOConocido,Metro: Moncloa (lineas 3_ 6)_ Islas Filipinas (linea 7)  Autobus: 138_ 62_ 1_ 132_ 44_ 82_ C2_ C1  Bicimad: Estacion 128 (calle Cea Bermudez_ 59),NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c929ef4d7f71c010VgnVCM1000000b205a0aRCRD,AVENIDA REYES CATOLICOS,AvenidaReyesCatolicosNum49821,6,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28040,28040N29709,Ciudad-universitaria,https://wikidata.org/entity/Q3319235,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.43792950973577,43792950973577N5188,-3.72186494128936,915 492 641,museo.america@mecd.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,83922,Museo De Arte Contemporaneo De Madrid,Al igual que otros museos de arte contemporaneo_ nacionales o extranjeros_ se ha utilizado un edificio historico para albergar las colecciones: el Cuartel del Conde Duque. El Museo de Arte Contemporaneo recupera para los madrileños el despacho del escritor vanguardista Ramon Gomez de la Serna_ como parte de su coleccion permanente.,De martes a viernes / Tuesday to Friday:  mañanas de 10 a 14 horas tardes de 15 a 21:00 horas    Sabados/ Saturday   mañanas de 10 a 14 horas tardes de 17:30 a 21:00 horas   Domingos y festivos/ Sunday &amp;amp; Holidays: 10:30 a 14:30 horas       Cierres: Todos los lunes /Every Monday_ 1 y 6 de enero/January_ 1 de mayo/ May_ 24_ 25 y 31 de diciembre/ December. Las salas se desalojan 15 minutos antes del cierre/ Gallery will be clear 15 minutes before closing.,NOConocido,Metro: Ventura Rodriguez_ Plaza de España_ San Bernardo_ Noviciado.  Bus: 1_ 2_ 21_ 44_ 74_ 133_ C_ M2  Bicimad: Estacion 13_ Calle Conde Duque n&amp;ordm;22.  Parking:  Plaza de España,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84a55c2cdc41c010VgnVCM2000000c205a0aRCRD,CALLE CONDE DUQUE,CalleCondeDuqueNum98962,9,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28015,28015N84623,Centro,,Centro,https://wikidata.org/entity/Q1763376,40.42737760210632,42737760210632N6228,-3.7106116887809817,NOConocido,mmacmdifusion@madrid.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2092,Museo De Astronomia Y Geodesia,El museo de Astronomia y Geodesia_ situado en la Facultad de Ciencias Matematicas de la Universidad Complutense de Madrid_ agrupa una importante coleccion de instrumentos de Astronomia_ Geodesia y Topografia_ reunidos con el afan didactico de dar a conocer la evolucion de los metodos utilizados en estas disciplinas durante los ultimos 150 años.,Visita con cita previa.,NOConocido,Bus: 132_ F_ 82_ G_ U.  Bicimad: Estacion 260 (calle Jose Antonio Novais_ frente al numero 12).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee49ef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA CIENCIAS,PlazaCienciasNum55396,3,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28040,28040N46851,Ciudad-universitaria,https://wikidata.org/entity/Q3319235,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.44942472705852,44942472705852N8273,-3.7262214898219117,913 944 615,astronomia_geodesia@mat.ucm.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,5727435,Museo De Bomberos De Madrid,NOConocido,Visitas Guiadas   Debido al cierre por obras de esta instalacion_ quedan suspendidas las visitas.,Exposicion fotografica Un recorrido por toda su historia: grandes incendios_ construccion de los primeros parques_ bomberos fallecidos en acto de servicio...  Vehiculos Una amplia gama de los vehiculos utilizados en los ultimos 400 años: Las primeras bombas brazales_ clasicos de los años veinte y vehiculos adaptados de la II Guerra Mundial.  Herramientas y equipos Diferentes escalas de gancho_ extintores primitivos o las primeras lonas de salvamento nos dan una idea de como han trabajado los bomberos en los ultimos siglos asi como herramientas de distintas epocas que nos muestran el avance tecnologico en la lucha contra el fuego y salvamento.  Cascos Amplia exposicion en la que se muestra la evolucion de los cascos en Madrid. Ademas se expone una coleccion internacional en la que se aprecia_ en su diseño_ la mezcla de proteccion_ materiales y comodidad en los diferentes paises del mundo.  Uniformes De epoca_ trajes de gala_ asi como varios modelos que fueron utilizados en sucesos destacados de la historia de Madrid. Completan esta coleccion varios trajes de aproximacion al fuego y proteccion quimica especial entre otros.  Comunicaciones Antiguamente los bomberos se comunicaban mediante toques de corneta. Esta exposicion muestra las partituras con sus particulares comandas. Ademas_ la exposicion incluye la evolucion de los equipos de comunicaciones.  Sanitario Una camara de recuperacion respiratoria para los bomberos intoxicados por el humo en los fuegos es uno de los mayores atractivos de este area.,Metro: L1- Buenos Aires Bus: 141 y 143,Abierto al publico en 1982_ reune todos los instrumentos usados por los bomberos durante mas de cuatro siglos.    Accesible                           Entrada gratuita     Visita para grupos            Apropiado para niños y niñas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f0966a8bba49210VgnVCM2000000c205a0aRCRD,CALLE BOADA,CalleBoadaNum68205,4,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28038,28038N81495,Numancia,https://wikidata.org/entity/Q10338144,Puente-de-Vallecas,https://wikidata.org/entity/Q2003054,40.39453171263195,39453171263195N6800,-3.6539313207612207,NOConocido,jcbomberos@madrid.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2090,Museo De Calcografia Nacional,Reune un extraordinario conjunto de planchas grabadas por los mas significados artistas españoles_ hasta conformar una de las mayores y mejores colecciones de matrices calcograficas del mundo. Su principal tesoro son las planchas de cobre grabadas al aguafuerte por Francisco de Goya_ obras cumbres de la historia universal del grabado.,Abierto con el mismo horario que la exposicion temporal. En ausencia de exposiciones temporales_ consultar en la taquilla del museo_ telefonicamente o en la web.,Sala de exposiciones temporales_ Gabinete de Francisco de Goya y biblioteca de referencia.,Metro: Sol (lineas 1_ 2_ 3)_ Sevilla (linea 2).  Bus: 002_ 15_ 150_ 20_ 5_ 53_ M1_ 51_ 46_ 146.  Cercanias Renfe: Sol (lineas C3 y C4).  Bicimad: Estaciones 1a y 1b (Puerta del Sol_ 1) y 28 (calle Alcala_ 27).  Aparcamiento: Sevilla (41)_ calle Sevilla y calle Alcala.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7169ef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE ALCALA,CalleAlcalaNum4341,13,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N9192,Sol,https://wikidata.org/entity/Q2465181,Centro,https://wikidata.org/entity/Q1763376,40.41764548040709,41764548040709N1253,-3.700667044636178,915 240 864,calcografianacional.archivo@rabasf.org,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2084,Museo De Cera,NOConocido,Horario de verano (Mayo a Septiembre)  Taquilla: 11 a 20 horas Publico:  11 a 20:30 horas  Horario de invierno (Octubre a Abril)  Taquilla: de 11 a 18:30 horas Publico: de 11 a 19 horas,NOConocido,Metro: Colon (linea 4)  Bus: 14_ 150_ 27_ 45_ 5_ 53_ 21_ 37  Cercanias Renfe: Recoletos (lineas C1_ C2_ C7_ C10)  Bicimad: Estacion 10 (Calle Marques de la Ensenada_ 16)  Parking: Colon (2)_ Plaza de Colon s/n,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9689ef4d7f71c010VgnVCM1000000b205a0aRCRD,PASEO RECOLETOS,PaseoRecoletosNum72813,41,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28004,28004N10132,Justicia,https://wikidata.org/entity/Q1992319,Centro,https://wikidata.org/entity/Q1763376,40.424403779665376,424403779665376N7650,-3.6914362030084815,913 199 330,info@museoceramadrid.com,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2071,Museo De Escultura Al Aire Libre De La Castellana,El Museo de Escultura al Aire Libre de La Castellana_ esta situado bajo el paso elevado que une las calles de Juan Bravo y Eduardo Dato_ contiene una excelente coleccion de escultura abstracta española.,Entrada libre. Espacio urbano abierto Abierto 24 horas al dia los 365 dias del año.,NOConocido,Transporte publico mas proximo   Metro: Ruben Dario (linea 5)  Bus: 5_ 14_ 27_ 45_ 150  BICIMAD: Estacion 142 (Paseo de la Castellana n&amp;ordm;42),NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eca9ef4d7f71c010VgnVCM1000000b205a0aRCRD,PASEO CASTELLANA,PaseoCastellanaNum63064,40,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28046,28046N60097,Castellana,https://wikidata.org/entity/Q4781,Salamanca,https://wikidata.org/entity/Q1773521,40.433219398671156,433219398671156N7379,-3.6876122680805956,915 885 921,mmacmdifusion@madrid.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2054,Museo De Historia De Madrid,Fue creado como museo municipal en 1929 y rebautizado como Museo de Historia de Madrid en 2007. En el año 2014 se hace una profunda remodelacion y reabre sus puertas con un montaje moderno y una puesta al dia de sus colecciones.,De martes a domingos de 10 a 20 horas.  Verano: de martes a domingos de 10 a 19 horas.  Cerrado: lunes y los dias 1 y 6 de enero_ 1 de mayo_  24_ 25 y 31 de diciembre.   El desalojo de las salas se hara diez minutos antes del cierre.,Biblioteca de investigacion Servicio de documentacion Guardarropa Zona wifi,Metro: Tribunal_ Bilbao y Alonso Martinez. Bus: 3_ 21_ 37_ 40_ 147 y 149. BICIMAD: Estacion 54 (Calle Barcelo 7) Aparcamiento publico: Barcelo.,Accesibilidad fisica:   Rampa de acceso a la entrada. Ascensores. Aseos adaptados. Silla de ruedas.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD,CALLE FUENCARRAL,CalleFuencarralNum48250,78,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28004,28004N95828,Justicia,https://wikidata.org/entity/Q1992319,Centro,https://wikidata.org/entity/Q1763376,40.42577054821346,42577054821346N8792,-3.700845660719608,917 011 863,smuseosm@madrid.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,4545827,Museo De Historia De La Comunidad Judia De Madrid,NOConocido,NOConocido,Visitas guiadas   Para realizar las  visitas tiene que solicitarse previamente en el correo electronico info@cjmadrid.org_ aportando nombre_ apellidos y Documento Nacional de Identidad.,Metro: Iglesia (linea 1).  Bus: 16_ 61_ 3_ 37_ 149.  Bicimad: Estacion 246 (calle Santa Engracia_ 87).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f2a4a659ee71110VgnVCM1000000b205a0aRCRD,CALLE BALMES,CalleBalmesNum32960,3,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28010,28010N76452,Trafalgar,https://wikidata.org/entity/Q10384027,Chamberi,https://wikidata.org/entity/Q1763370,40.43534317115623,43534317115623N855,-3.700013620203689,915 913 131,info@cjmadrid.org,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2095,Museo De Mineralogia,Presenta colecciones de minerales clasificados por su composicion quimica y vitrinas murales con ejemplares de exhibicion procedentes de todo el mundo.,Martes_ miercoles y jueves_ de 12:30 a 14:30 horas Visitas guiadas o a otras horas_ concertando previamente en el telefono 913 974 132.,NOConocido,Renfe: Cantoblanco Universidad,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=255aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE FRANCISCO TOMAS Y VALIENTE,CalleFranciscoTomasYValienteNum51339,7,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28049,28049N90867,El-goloso,https://wikidata.org/entity/Q10271137,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,40.54537941407227,54537941407227N9689,-3.6951833197962536,914 974 132,museo.mineralogia@uam.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2112,Museo De San Isidro. Los Origenes De Madrid,Este espacio museografico propone un viaje por la historia de la ciudad de Madrid desde la Prehistoria hasta el establecimiento de la Corte_ a traves de distintas salas como la de San Isidro_ el Patio renacentista_ el Jardin arqueobotanico o el Almacen visitable.,De martes a domingo y festivos de 10 a 20 horas.  Último pase de visita 15 minutos antes del cierre.    Verano_ del 16 de junio al 15 de septiembre: de martes a domingo de 10 a 19 horas.  Cerrado todos los lunes_ el 1 y 6 de enero_ el 1 de mayo y los dias 24_ 25 y 31 de diciembre.,Sala de investigadores. Biblioteca especializada en arqueologia e historia madrileña. Archivo documental. Almacen visitable con mas de 600 piezas arqueologicas. Jardin arqueobotanico_ con informacion documentada sobre las especies de la ciudad.  Investigadores: los fondos del Museo estan a disposicion de la comunidad cientifica y los investigadores podran acceder tramitando su correspondiente solicitud. Visitas guiadas por voluntarios culturales. Talleres didacticos para grupos escolares. Zona wifi (Almacen visitable y salon de actos),Metro: Latina _ Tirso de Molina Bus: 3 _ 17 _ 18 _ 23 _ 35 _ 60 _ 65 _ 148 BICIMAD: Estacion 38 (Carrera de San Francisco 1),NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA SAN ANDRES,PlazaSanAndresNum74770,1,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,28005N73529,Palacio,https://wikidata.org/entity/Q2136510,Centro,https://wikidata.org/entity/Q1763376,40.41207900253883,41207900253883N5426,-3.7108161027466378,913 667 415,museosanisidro@madrid.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,85301,Museo De Sanidad E Higiene Publica,Con sede en el Instituto de Salud Carlos III_ ocupa las antiguas dependencias del Laboratorio de Microbiologia del Hospital del Rey. 300 m2 conservados tal cual su antiguo uso_ con fondos de mobiliario_ instrumental y bibliografia de los antiguos hospitales para enfermos infecciosos del complejo. Se resaltan hitos historicos relevantes en salud publica mediante laminas enmarcadas.,Solo visitas de grupo con cita previa: de lunes a viernes laborables_ de 10 a 14 horas.,Solicitud cita previa en telefono 918 222 414 o museodesanidad@isciii.es,Metro: Chamartin (lineas 1_ 10)_ Plaza de Castilla (1_ 9_ 10)  Bus: 134_ 137  Renfe: Chamartin,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e755c2cdc41c010VgnVCM2000000c205a0aRCRD,AVENIDA MONFORTE DE LEMOS,AvenidaMonforteDeLemosNum91920,5,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,28029N44096,La-paz,https://wikidata.org/entity/Q5869740,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,40.47546597881768,47546597881768N385,-3.6900603941123107,918 222 414,museodesanidad@iscii.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,4591873,Museo De La Biblioteca Nacional De España,El Museo de la Biblioteca Nacional de España_ antiguo Museo del Libro_ es responsable de la oferta educativa_ formativa_ cultural y de ocio de la institucion y divulga las colecciones_ funcionamiento e historia de la Biblioteca para todos los publicos.,Temporalmente cerrado. Consultar calendario de cierre.,NOConocido,Metro: Colon_ (linea 4)_ Retiro (Linea 2)  Bus: 14_ 150_ 27_ 37_ 45_ 5_ 53_ C03.  Cercanias Renfe: Recoletos (lineas C1_ C2_ C7_ C8  y C10).  Bicimad: Estacion 94 (Paseo Recoletos_ 20)  Aparcamiento: Colon (2)_ plaza de Colon.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05920d3b4c503110VgnVCM2000000c205a0aRCRD,PASEO RECOLETOS,PaseoRecoletosNum54623,20,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28001,28001N63323,Recoletos,https://wikidata.org/entity/Q3814551,Salamanca,https://wikidata.org/entity/Q1773521,40.423001908945956,423001908945956N4271,-3.69084423390357,915 168 967,museo@bne.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,4566286,Museo De La Catedral De La Almudena,NOConocido,De lunes a sabado de 10 a 14:30 horas. Cerrado los domingos_ fiestas de precepto y dias de actos de culto especiales en la Catedral.,NOConocido,Bus: 3.  Metro: Ópera (Lineas 2_ 5 y Ramal Ópera Principe Pio).  Bicimad: Estacion 36 (plaza Ramales_ 1).,Imprescindible reserva previa en  reservasmuseo@catedraldelaalmudena.es o telefono 915 592 874,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82cb8d0e78d22110VgnVCM1000000b205a0aRCRD,CALLE BAILEN,CalleBailenNum716,10,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28013,28013N6358,Palacio,https://wikidata.org/entity/Q2136510,Centro,https://wikidata.org/entity/Q1763376,40.415538770017406,415538770017406N2358,-3.7136931154460564,915 592 874,reservasmuseo@catedraldelaalmudena.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2073,Museo De La Farmacia Hispana,NOConocido,El Museo de la Farmacia Hispana solo puede visitarse realizando una reserva con antelacion.La visita es gratuita_ guiada y tiene una duracion aproximada de 1 hora y media. Se realizan durante el curso lectivo_ de lunes a viernes y en horario de mañana. El grupo no debe superar las 22 personas.,NOConocido,Metro: Ciudad Universitaria (linea 6).  Bus: 132_ 82_ G_ U.  Bicimad: Estaciones 258 y 259 (avenida de la Complutense (Metro Ciudad Universitaria).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58f9ef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA RAMON Y CAJAL,PlazaRamonYCajalNum85756,NOConocido,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28040,28040N43113,Ciudad-universitaria,https://wikidata.org/entity/Q3319235,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.4445328804645,4445328804645N3946,-3.7262160043788155,913 941 797,museofar@ucm.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2107,Museo De La Guardia Civil,NOConocido,Horario: de lunes a viernes de 9 a 14 horas. Cerrado_ sabados_ domingos y festivos.,NOConocido,Metro: Guzman el Bueno (lineas 6_ 7). Bus: 2_ 45_ 44. Bicimad: Estaciones 256 (calle Beatriz de Bobadilla_ 2) y 203 (calle General Ampudia_ 2).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=003aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE GUZMAN EL BUENO,CalleGuzmanElBuenoNum60266,110,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,28003N44542,Vallehermoso,https://wikidata.org/entity/Q6122685,Chamberi,https://wikidata.org/entity/Q1763370,40.44438523242585,44438523242585N6417,-3.712300118990835,915 146 000,dg-estuhistoricos-registro@guardiacivil.org,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
