Number,Registration,Details,same_as_wikidata_marcas,Product,same_as_wikidata_combustibles,Odometer,Distance,Unit,same_as_wikidata_medidas,MPG
3901,YJ66VYU,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,16440,4913,mile,https://wikidata.org/entity/Q253276,6.58
3905,PO14FND,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,59225,3123,mile,https://wikidata.org/entity/Q253276,8
4400,YT60VHY,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,123115,5788,kilometre,https://wikidata.org/entity/Q828224,1.98
4401D,YF63HWC,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,142118,17821,kilometre,https://wikidata.org/entity/Q828224,3.43
4402D,YF63HWB,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,104234,11482,kilometre,https://wikidata.org/entity/Q828224,2.87
4403D,YF63HWP,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,117474,13276,kilometre,https://wikidata.org/entity/Q828224,2.85
4404D,YF63HWJ,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,100817,11071,kilometre,https://wikidata.org/entity/Q828224,2.73
4405D,YF63HWE,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,108305,13009,kilometre,https://wikidata.org/entity/Q828224,2.77
4406D,YF63HWG,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,95094,9814,kilometre,https://wikidata.org/entity/Q828224,2.43
4407D,YF63HWH,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,109707,13862,kilometre,https://wikidata.org/entity/Q828224,2.97
4408D,YF63HWD,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,111377,14094,kilometre,https://wikidata.org/entity/Q828224,2.99
4409D,YF63HWR,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,120379,13647,kilometre,https://wikidata.org/entity/Q828224,3.01
4411D,YF63HWM,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,106546,12954,kilometre,https://wikidata.org/entity/Q828224,2.85
4412D,YF63HWN,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,101460,12516,kilometre,https://wikidata.org/entity/Q828224,2.68
4413,YF63HWS,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,107886,15073,kilometre,https://wikidata.org/entity/Q828224,3.09
4414,YF63HWO,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,91267,9927,kilometre,https://wikidata.org/entity/Q828224,2.46
4415D,YF63HWK,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,113609,13862,kilometre,https://wikidata.org/entity/Q828224,3.51
4416D,YF63HWL,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,107778,11364,kilometre,https://wikidata.org/entity/Q828224,3.02
4419,YK15GPF,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,99129,18810,kilometre,https://wikidata.org/entity/Q828224,3.45
4420,YK15GPJ,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,54460,9335,kilometre,https://wikidata.org/entity/Q828224,1.91
4421,YK15GPU,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,50048,9000,kilometre,https://wikidata.org/entity/Q828224,1.96
4422,YK15GOX,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,56679,10634,kilometre,https://wikidata.org/entity/Q828224,2.11
4423,YK15GOP,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,75238,13660,kilometre,https://wikidata.org/entity/Q828224,2.26
4424,YK15GOU,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,61201,12186,kilometre,https://wikidata.org/entity/Q828224,1.99
4425,YK15GPE,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,76079,13857,kilometre,https://wikidata.org/entity/Q828224,2.4
4426,YK15GPV,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,67378,11726,kilometre,https://wikidata.org/entity/Q828224,2.81
4427,YK15GPO,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,50632,9812,kilometre,https://wikidata.org/entity/Q828224,2.04
4428,YK15GPX,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,84818,18211,kilometre,https://wikidata.org/entity/Q828224,3.26
4429,YK15HNZ,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,77878,15942,kilometre,https://wikidata.org/entity/Q828224,3.89
4433,YJ65DJF,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,88841,16614,kilometre,https://wikidata.org/entity/Q828224,2.99
4434,YJ65DJD,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,90334,14641,kilometre,https://wikidata.org/entity/Q828224,3.22
4435,LX68AOZ,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,9872,8449,kilometre,https://wikidata.org/entity/Q828224,1.48
4436,YJ16ZWD,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,38341,16452,kilometre,https://wikidata.org/entity/Q828224,3.41
4437,YJ16 ZWB,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,44308,6083,kilometre,https://wikidata.org/entity/Q828224,1.23
4438,YJ16 ZWC,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,68780,36361,kilometre,https://wikidata.org/entity/Q828224,6.99
4439,YJ16 ZWK,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,77132,39827,kilometre,https://wikidata.org/entity/Q828224,8.13
4440,YJ16 ZWL,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,46020,11586,kilometre,https://wikidata.org/entity/Q828224,2.68
4441,YJ16 ZWM,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,34107,7166,kilometre,https://wikidata.org/entity/Q828224,1.93
4442,YJ16 ZWP,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,74643,16734,kilometre,https://wikidata.org/entity/Q828224,3.5
4443,YJ16 ZWR,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,38314,9532,kilometre,https://wikidata.org/entity/Q828224,1.88
4444,YJ16 ZWS,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,36241,8570,kilometre,https://wikidata.org/entity/Q828224,1.73
4445,YJ16 ZWE,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,57793,7197,kilometre,https://wikidata.org/entity/Q828224,2.51
4446,YJ16ZWF,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,64617,15872,kilometre,https://wikidata.org/entity/Q828224,2.31
4447,YJ16ZWG,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,94236,23884,kilometre,https://wikidata.org/entity/Q828224,3.48
4448,YJ16ZWH,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,65254,15573,kilometre,https://wikidata.org/entity/Q828224,2.23
4474D,YK59HYC,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,202233,9446,kilometre,https://wikidata.org/entity/Q828224,2.85
4475D,YK59HXX,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,186101,12804,kilometre,https://wikidata.org/entity/Q828224,3.15
4476D,YK59HYA,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,186602,12406,kilometre,https://wikidata.org/entity/Q828224,3.39
4477D,YK59HXY,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,176960,9744,kilometre,https://wikidata.org/entity/Q828224,3.28
4478D,YK59HXZ,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,162646,10518,kilometre,https://wikidata.org/entity/Q828224,3.24
4480D,YK59HYF,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,171463,11998,kilometre,https://wikidata.org/entity/Q828224,3.08
4481D,YE11YHB,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,153284,11421,kilometre,https://wikidata.org/entity/Q828224,2.82
4495,YJ13MTX,Mercedes,https://wikidata.org/entity/Q172721,compressed natural gas,https://wikidata.org/entity/Q720050,85852,9604,mile,https://wikidata.org/entity/Q253276,4.68
4498,YF62EAY,Mercedes,https://wikidata.org/entity/Q172721,compressed natural gas,https://wikidata.org/entity/Q720050,76293,5086,mile,https://wikidata.org/entity/Q253276,5.05
4597,YF62EAX,Mercedes,https://wikidata.org/entity/Q172721,compressed natural gas,https://wikidata.org/entity/Q720050,93305,8338,mile,https://wikidata.org/entity/Q253276,4.19
4598,YJ13MTV,Mercedes,https://wikidata.org/entity/Q172721,compressed natural gas,https://wikidata.org/entity/Q720050,89560,9729,mile,https://wikidata.org/entity/Q253276,5.17
4610,PO13AYP,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,169587,1759,kilometre,https://wikidata.org/entity/Q828224,4.72
4616,YE16YPR,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,95112,16494,kilometre,https://wikidata.org/entity/Q828224,4.61
5020,PN07VWA,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,143536,1018,mile,https://wikidata.org/entity/Q253276,9.3
5021,PO58OWD,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,142105,784,mile,https://wikidata.org/entity/Q253276,8.9
5022,PO58OWA,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,141670,1703,mile,https://wikidata.org/entity/Q253276,10.3
5023,PO58OWB,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,125444,1448,mile,https://wikidata.org/entity/Q253276,10.54
5024,PO58OWC,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,133396,2489,mile,https://wikidata.org/entity/Q253276,12.34
5025,PN09TVV,Renault,https://wikidata.org/entity/Q6686,diesel,https://wikidata.org/entity/Q38423,134476,1156,mile,https://wikidata.org/entity/Q253276,9.74
5045,YC66JKJ,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,42124,9435,mile,https://wikidata.org/entity/Q253276,11.5
5046,YC66JKF,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,45793,10869,mile,https://wikidata.org/entity/Q253276,11.32
5047,YC66WSN,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,42618,9712,mile,https://wikidata.org/entity/Q253276,10.95
5048,YC66WSL,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,41331,10652,mile,https://wikidata.org/entity/Q253276,10.82
5049,YE66JTV,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,29425,6651,mile,https://wikidata.org/entity/Q253276,5.96
78004,YK53CDF,Iveco,https://wikidata.org/entity/Q29913,diesel,https://wikidata.org/entity/Q38423,34405,1130,mile,https://wikidata.org/entity/Q253276,23.64
78016,YS54OHG,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,28619,606,mile,https://wikidata.org/entity/Q253276,15.3
78043,GN56NHB,Iveco,https://wikidata.org/entity/Q29913,diesel,https://wikidata.org/entity/Q38423,22329,723,mile,https://wikidata.org/entity/Q253276,19.1
78058,YK60WKV,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,220524,20511,mile,https://wikidata.org/entity/Q253276,20.45
78080,YO54AXP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,69115,1639,mile,https://wikidata.org/entity/Q253276,24.43
78084,YJ56UVD,Iveco,https://wikidata.org/entity/Q29913,diesel,https://wikidata.org/entity/Q38423,26628,1770,mile,https://wikidata.org/entity/Q253276,17.23
78092,HJ12URD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,152419,6182,mile,https://wikidata.org/entity/Q253276,20.14
784464,YE58SYU,Mercedes,https://wikidata.org/entity/Q172721,diesel,https://wikidata.org/entity/Q38423,205257,11620,kilometre,https://wikidata.org/entity/Q828224,3.35
784499,YR09CXN,Mercedes,https://wikidata.org/entity/Q172721,compressed natural gas,https://wikidata.org/entity/Q720050,137023,6579,kilometre,https://wikidata.org/entity/Q828224,2.48
784500,YK53FLP,Iveco,https://wikidata.org/entity/Q29913,diesel,https://wikidata.org/entity/Q38423,161253,1529,kilometre,https://wikidata.org/entity/Q828224,6.04
86902,EU66CWJ,Volvo,https://wikidata.org/entity/Q163810,diesel,https://wikidata.org/entity/Q38423,2117,788,mile,https://wikidata.org/entity/Q253276,0.85
86903,EU66CWK,Volvo,https://wikidata.org/entity/Q163810,diesel,https://wikidata.org/entity/Q38423,1403,326,mile,https://wikidata.org/entity/Q253276,0.65
880101,YA10HUV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,48409,4495,mile,https://wikidata.org/entity/Q253276,41.62
880102,YH60OYD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,69100,3790,mile,https://wikidata.org/entity/Q253276,44.02
880103,YH60OUY,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,77629,8359,mile,https://wikidata.org/entity/Q253276,51.62
880104,YH60OYB,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,43030,3706,mile,https://wikidata.org/entity/Q253276,43.66
880105,YA10HVO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,56990,2298,mile,https://wikidata.org/entity/Q253276,40.61
880739,YE59YVZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,60377,6457,mile,https://wikidata.org/entity/Q253276,53.46
880741,YF59YLS,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,42743,5467,mile,https://wikidata.org/entity/Q253276,49.03
880749,YD56VMA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,63675,1358,mile,https://wikidata.org/entity/Q253276,32.76
880752,YG56KLV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,63176,682,mile,https://wikidata.org/entity/Q253276,30.39
880755,YG56VUT,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,50312,839,mile,https://wikidata.org/entity/Q253276,34.11
880928,YG06COU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,70504,964,mile,https://wikidata.org/entity/Q253276,26.54
880945,YA07ZVX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,67562,7705,mile,https://wikidata.org/entity/Q253276,41.99
880953,YC07ORX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,113448,11049,mile,https://wikidata.org/entity/Q253276,31.57
880980,YF07GFU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,105330,3429,mile,https://wikidata.org/entity/Q253276,29.15
880993,YF57PJU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,76033,1273,mile,https://wikidata.org/entity/Q253276,32.84
881106,YK58UDO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,91350,4998,mile,https://wikidata.org/entity/Q253276,27.56
881108,YK58UDD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,86223,6762,mile,https://wikidata.org/entity/Q253276,31.46
881111,YK09KDN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,81221,3758,mile,https://wikidata.org/entity/Q253276,37.04
881114,YH60OXC,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,98830,1948,mile,https://wikidata.org/entity/Q253276,29.03
881951,YA07XMB,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,67305,919,mile,https://wikidata.org/entity/Q253276,13.69
